date,index_all_shortage,energy_shortage,food_shortage,industry_shortage,labor_shortage,index_can,index_deu,index_fra,index_gbr,index_jpn,index_usa
2023m12,159.95309,15.919501,30.322861,33.355145,80.355583,130.02127,113.42984,174.91225,149.01636,186.12724,198.81863
2024m1,146.81639,13.275949,40.608788,30.456591,62.47506,109.58996,124.64146,163.02757,106.27708,204.52443,184.67004
2024m2,137.08891,9.5643425,34.272228,35.866287,57.386055,86.992821,103.35775,175.14372,78.33712,169.59995,169.05632
2024m3,146.44902,8.0146227,42.987522,29.872686,65.574188,159.04865,130.8244,248.16631,121.18907,143.11334,186.91287
2024m4,135.47346,15.394712,33.098629,30.789425,56.190701,132.02184,130.53178,194.51814,162.94835,62.997021,167.67989
2024m5,133.85394,18.047724,30.831528,27.823574,57.151119,82.076866,165.02878,173.50867,108.02274,135.39803,168.12473
2024m6,122.34549,14.619901,27.700865,28.470333,51.55439,131.97603,69.081093,135.27002,110.53373,163.73543,149.97731
2024m7,123.8518,19.877451,21.406485,22.171001,60.396866,119.20621,38.131439,134.39961,80.921837,100.11192,153.39499
2024m8,119.35695,11.86156,31.877943,22.240425,53.377018,104.03414,81.346786,146.61725,100.88921,60.673679,143.43376
2024m9,99.969269,12.026379,18.039568,24.804405,45.098919,128.91965,29.991674,90.844437,73.8769,159.94354,122.80486
2024m10,166.99617,26.981915,32.086601,40.10825,67.819405,102.33521,109.11592,232.35913,77.187943,83.555977,204.84384
2024m11,101.71861,10.471033,26.177584,16.454481,48.615513,151.606,59.686672,139.70154,62.202038,134.66747,125.41318
2024m12,118.70113,15.035477,20.574863,27.69693,55.39386,135.72749,94.726326,86.946945,83.761032,116.57745,148.56985
2025m1,135.45778,17.70187,42.330559,18.471516,56.953838,276.0137,69.097069,169.12665,98.921478,50.391788,180.89682
2025m2,114.35358,8.1101828,24.330547,17.031384,64.881462,177.03951,121.35223,62.37627,91.975533,66.375702,151.10185
2025m3,111.13223,12.188697,15.773607,24.377394,58.792534,223.5887,71.521095,86.654625,97.573349,117.35911,141.80228
