yq,Dollarpeg_Argentina,TradeUS_Argentina,Vuln_Argentina,Dollarpeg_Australia,TradeUS_Australia,Vuln_Australia,Dollarpeg_Austria,TradeUS_Austria,Vuln_Austria,Dollarpeg_Belgium,TradeUS_Belgium,Vuln_Belgium,Dollarpeg_Botswana,TradeUS_Botswana,Vuln_Botswana,Dollarpeg_Brazil,TradeUS_Brazil,Vuln_Brazil,Dollarpeg_Canada,TradeUS_Canada,Vuln_Canada,Dollarpeg_Chile,TradeUS_Chile,Vuln_Chile,Dollarpeg_China,TradeUS_China,Vuln_China,Dollarpeg_Colombia,TradeUS_Colombia,Vuln_Colombia,Dollarpeg_CzechRepublic,TradeUS_CzechRepublic,Vuln_CzechRepublic,Dollarpeg_Denmark,TradeUS_Denmark,Vuln_Denmark,Dollarpeg_Ecuador,TradeUS_Ecuador,Vuln_Ecuador,Dollarpeg_ElSalvador,TradeUS_ElSalvador,Vuln_ElSalvador,Dollarpeg_Finland,TradeUS_Finland,Vuln_Finland,Dollarpeg_France,TradeUS_France,Vuln_France,Dollarpeg_Germany,TradeUS_Germany,Vuln_Germany,Dollarpeg_Greece,TradeUS_Greece,Vuln_Greece,Dollarpeg_HongKong,TradeUS_HongKong,Vuln_HongKong,Dollarpeg_Hungary,TradeUS_Hungary,Vuln_Hungary,Dollarpeg_Iceland,TradeUS_Iceland,Vuln_Iceland,Dollarpeg_India,TradeUS_India,Vuln_India,Dollarpeg_Indonesia,TradeUS_Indonesia,Vuln_Indonesia,Dollarpeg_Ireland,TradeUS_Ireland,Vuln_Ireland,Dollarpeg_Israel,TradeUS_Israel,Vuln_Israel,Dollarpeg_Italy,TradeUS_Italy,Vuln_Italy,Dollarpeg_Japan,TradeUS_Japan,Vuln_Japan,Dollarpeg_Jordan,TradeUS_Jordan,Vuln_Jordan,Dollarpeg_Korea,TradeUS_Korea,Vuln_Korea,Dollarpeg_Luxembourg,TradeUS_Luxembourg,Vuln_Luxembourg,Dollarpeg_Malaysia,TradeUS_Malaysia,Vuln_Malaysia,Dollarpeg_Mexico,TradeUS_Mexico,Vuln_Mexico,Dollarpeg_Netherlands,TradeUS_Netherlands,Vuln_Netherlands,Dollarpeg_NewZealand,TradeUS_NewZealand,Vuln_NewZealand,Dollarpeg_Norway,TradeUS_Norway,Vuln_Norway,Dollarpeg_Peru,TradeUS_Peru,Vuln_Peru,Dollarpeg_Philippines,TradeUS_Philippines,Vuln_Philippines,Dollarpeg_Poland,TradeUS_Poland,Vuln_Poland,Dollarpeg_Portugal,TradeUS_Portugal,Vuln_Portugal,Dollarpeg_Singapore,TradeUS_Singapore,Vuln_Singapore,Dollarpeg_SouthAfrica,TradeUS_SouthAfrica,Vuln_SouthAfrica,Dollarpeg_Spain,TradeUS_Spain,Vuln_Spain,Dollarpeg_Sweden,TradeUS_Sweden,Vuln_Sweden,Dollarpeg_Switzerland,TradeUS_Switzerland,Vuln_Switzerland,Dollarpeg_Taiwan,TradeUS_Taiwan,Vuln_Taiwan,Dollarpeg_Thailand,TradeUS_Thailand,Vuln_Thailand,Dollarpeg_Turkey,TradeUS_Turkey,Vuln_Turkey,Dollarpeg_UK,TradeUS_UK,Vuln_UK,Dollarpeg_US,TradeUS_US,Vuln_US,Dollarpeg_Venezuela,TradeUS_Venezuela,Vuln_Venezuela,quarter
1977.5,.122158,.2781575,.8027503,.9108236,.5032098,.6202694,.5,.4114263,.5346794,.5,.6184477,.3469092,.122158,.5047317,.568473,.154045,.3471707,.7738458,.9108236,.9870931,.6007671,.2897842,.438491,.8305209,.5886949,.2694943,.3652034,.122158,.4965296,.6281136,.5,.4114263,.3451284,.5,.4548869,.593895,.5886949,.566788,.5980865,.5886949,.8391426,.5451388,.5,.4135785,.6899865,.5,.420337,.5558922,.5,.4531808,.4273862,.9108236,.4481435,.6307306,.5886949,.9037152,.4656511,.5,.4322181,.4140227,.7277264,.7431499,.9034129,.122158,.2752562,.4614323,.3085751,.5347951,.620257,.5,.5817939,.6695896,.122158,.6348775,.772852,.7096621,.462513,.6629559,.9108236,.5590042,.5492964,.5886949,.6424202,.3947329,.5886949,.6533304,.6186414,.5,.576358,.8869464,.4113051,.6252867,.4058983,.5447019,.5278319,.6322231,.5,.6038339,.4793657,.5,.6079468,.6622623,.5,.4927472,.6594846,.122158,.4356244,.7385794,.3085751,.5566013,.5584865,.5,.4114263,.4003207,.5,.4931483,.7836646,.5886949,.9152344,.3958098,.122158,.3941982,.564043,.9108236,.4688163,.6789375,.5,.4553171,.5661021,.5,,.4290572,.5886949,.9152344,.491288,.5886949,.3389225,.5078052,.5886949,.2694943,.6193694,.5,.532926,.7039614,0,0,0,.5886949,.7719939,.4543302,1977q3
1977.75,.122158,.2791194,.8006141,.9108236,.5019798,.6151291,.5,.4114263,.5329623,.5,.6141825,.3403016,.122158,.5284957,.5744502,.1427218,.3471707,.7784128,.9108236,.9870037,.6012482,.3280218,.4411493,.8318424,.5886949,.2694943,.3655201,.122158,.4918533,.6304101,.5,.4114263,.3459533,.5,.4539501,.5879474,.5886949,.5634575,.5844525,.5886949,.8442193,.541376,.5,.4127685,.6786618,.5,.4194553,.5481647,.5,.4517601,.4233713,.9108236,.4460151,.6238452,.5886949,.9038004,.4584179,.5,.4322181,.4163949,.7096621,.747192,.893533,.122158,.2752254,.4422466,.3085751,.5364366,.6067329,.5,.5811027,.6626105,.122158,.6423271,.7704666,.6715039,.4609999,.6536076,.9108236,.5562415,.5258769,.5886949,.6431993,.401053,.5886949,.6501568,.6028556,.5,.576358,.8854554,.4552981,.6301349,.3907237,.5447019,.5277376,.6323412,.5,.5992116,.4789809,.5,.6057998,.6640698,.5,.4933148,.6648122,.122158,.4304211,.7489355,.3085751,.5491704,.548171,.5,.4114263,.3979695,.5,.4915264,.7780924,.5886949,.9162605,.3762464,.122158,.3964722,.5576889,.9108236,.4662326,.6879187,.5,.4534387,.570591,.5,,.4190584,.5886949,.9162605,.4500319,.5886949,.339683,.5023601,.5886949,.2694943,.6391944,.5,.5330502,.697731,0,0,0,.5886949,.7615114,.4665485,1977q4
1978,.122158,.2809825,.7973275,.9108236,.5032297,.6103156,.5,.4114263,.5291893,.5,.6090439,.3321658,.122158,.55108,.5792307,.1321011,.3471707,.780644,.9108236,.9872982,.5994349,.3686857,.4468285,.8331609,.5886949,.2694943,.3659955,.122158,.4891043,.6276585,.5,.4114263,.3470683,.5,.4525792,.5822174,.5886949,.5617105,.5578564,.5886949,.8429064,.5393016,.5,.4127413,.6604337,.5,.4187023,.5400961,.5,.4506624,.4182442,.9108236,.4438552,.6226718,.5886949,.9049389,.4541182,.5,.4322181,.4197258,.6909083,.7502294,.8852687,.122158,.2754253,.4232702,.3085751,.5362414,.5924947,.5,.5815973,.6559481,.122158,.6603944,.7671778,.6309387,.4599627,.6366944,.8951991,.5520763,.5001847,.5886949,.6317731,.4066804,.5886949,.6461179,.5895333,.5,.576358,.8810777,.5,.6335481,.3781034,.5447019,.5296324,.6297227,.5,.593535,.4778712,.5,.6042365,.6637756,.5,.496276,.664537,.122158,.4308683,.766248,.3085751,.5411471,.5391781,.5,.4114263,.3991149,.5,.4889418,.7635435,.5886949,.9192017,.3615418,.122158,.4021598,.5504919,.9108236,.4628232,.691061,.5,.4519705,.5719981,.5,,.4106142,.5886949,.9192017,.4183703,.5886949,.3406858,.4990235,.5886949,.2694943,.6590645,.5,.5325897,.6871318,0,0,0,.5886949,.7479392,.4783367,1978q1
1978.25,.122158,.282396,.7933846,.9108236,.5062602,.6043042,.5,.4114263,.5254475,.5,.6089432,.3236719,.122158,.5621364,.5859581,.122158,.3471707,.7833779,.9108236,.9878808,.5969009,.4113051,.4418737,.833847,.5886949,.2694943,.3663352,.122158,.4878637,.6175504,.5,.4114263,.347978,.5,.4521003,.5788761,.5886949,.5615791,.5436918,.5886949,.8440537,.5348661,.5,.4137265,.6382818,.5,.4194534,.5340548,.5,.4511608,.4125043,.9108236,.4438436,.6237459,.5886949,.9082738,.4547337,.5,.4322181,.4196013,.6715039,.7506524,.8766316,.122158,.2745592,.408881,.3085751,.5317228,.5839373,.5,.5884637,.6464701,.122158,.670406,.7662454,.5884345,.4602198,.6221287,.8772062,.5509004,.4833592,.5886949,.6198977,.4175514,.5886949,.6432095,.5802783,.5,.576358,.8749613,.5447019,.6363081,.3686706,.5447019,.5371747,.629763,.5,.5914007,.4754694,.5,.604301,.6610574,.5,.5000606,.6607378,.122158,.4348322,.7785169,.3085751,.5395397,.5364095,.5,.4114263,.4055226,.5,.4888337,.7542425,.5886949,.9192017,.3542577,.122158,.4059493,.5408355,.9108236,.4604129,.6896258,.5,.4525733,.5745875,.5,,.4031765,.5886949,.9192017,.4053471,.5886949,.3419625,.50043,.5886949,.2694943,.6776498,.5,.5349089,.6729541,0,0,0,.5886949,.7412228,.4870619,1978q2
1978.5,.122158,.2838137,.7896411,.9108236,.5092903,.5984553,.5,.4114263,.5228604,.5,.6088424,.3165754,.122158,.5731314,.5898612,.122158,.3471707,.786289,.9108236,.9884369,.5962316,.4552981,.4369304,.8344885,.5886949,.2694943,.3669354,.122158,.4866232,.6088619,.5,.4114263,.3488888,.5,.4516214,.5771998,.5886949,.5614477,.5484536,.5886949,.8451942,.5303869,.5,.4147123,.615046,.5,.4202049,.5304544,.5,.4516592,.4067282,.9108236,.4438321,.619265,.5886949,.9115031,.4551072,.5,.4322181,.4206207,.6514958,.751075,.870765,.122158,.2736948,.4004098,.2897842,.5271991,.5750285,.5,.5952958,.6413524,.122158,.6802655,.76737,.5445686,.4604769,.6102944,.8566189,.549724,.4704037,.5886949,.607877,.4252385,.5886949,.6402905,.5720304,.5,.576358,.8679314,.5886949,.6390593,.3603827,.5447019,.5447,.6300669,.5,.5892628,.4736028,.5,.6043655,.6568759,.5,.5038451,.6557853,.122158,.4388044,.7895054,.3085751,.5379315,.5374986,.5,.4114263,.4119627,.5,.4887255,.7535775,.5886949,.9192017,.3484586,.122158,.40975,.5336562,.9108236,.4580044,.6862127,.5,.4531762,.5737788,.5,,.3949439,.5886949,.9192017,.3938557,.5886949,.3432416,.5057303,.5886949,.2694943,.691942,.5,.5372266,.6547381,0,0,0,.5886949,.734391,.4939696,1978q3
1978.75,.1427218,.2852358,.7867839,.9108236,.5123197,.5969949,.5,.4114263,.5206765,.5,.6087416,.3115901,.122158,.5840547,.5887311,.122158,.3471707,.7896118,.9108236,.9889678,.5950741,.5,.4319997,.835623,.5886949,.2694943,.3685699,.122158,.4853829,.6012459,.5,.4114263,.3498008,.5,.4511426,.5777398,.5886949,.5613163,.5535377,.5886949,.8463278,.5286381,.5,.4156989,.5937508,.5,.4209568,.5280427,.5,.4521577,.4031312,.9108236,.4438205,.6124161,.5886949,.9146294,.455234,.5,.4322181,.4225639,.6309387,.7514971,.8628569,.122158,.272832,.4002715,.3085751,.5226709,.5635162,.5,.6020912,.6398097,.122158,.6899663,.7691593,.5,.460734,.6015621,.8332362,.548547,.4623859,.5886949,.5957241,.4322764,.5886949,.6373611,.5670538,.5,.576358,.8596993,.5886949,.6418014,.3525056,.5447019,.552205,.631155,.5,.5871217,.4712981,.5,.6044301,.6534923,.5,.5076292,.6482469,.122158,.4427844,.7986576,.3085751,.5363225,.542874,.5,.4114263,.418433,.5,.4886173,.7585424,.5886949,.9192017,.3439217,.122158,.4135616,.5256521,.9108236,.4555978,.6816716,.5,.4537793,.5716675,.5,,.3887619,.5886949,.9192017,.3891995,.5886949,.344523,.5143436,.5886949,.2694943,.7037096,.5,.5395428,.635042,0,0,0,.5886949,.7274452,.5006375,1978q4
1979,.1660924,.2888783,.7853794,.9108236,.5169373,.592075,.5,.4114263,.5199834,.5,.6115518,.3067245,.122158,.5878342,.5833867,.122158,.3471707,.7999045,.9108236,.9896003,.595034,.5447019,.4251089,.8375459,.5886949,.2694943,.3715524,.122158,.4851184,.5978529,.5,.4114263,.3531263,.5,.4503695,.5828282,.5886949,.5598117,.5648922,.5886949,.8499496,.5291901,.5,.4172789,.5758214,.5,.4219293,.5265532,.5,.4523397,.4023007,.9108236,.4433661,.6120866,.5886949,.9168795,.4574911,.5,.4322181,.4224057,.6098952,.7550538,.8532498,.122158,.272039,.4050779,.3280218,.5193244,.5507539,.5,.6079524,.6451612,.122158,.690742,.7774726,.5,.4609451,.598622,.8068997,.5490606,.4582642,.5886949,.5863736,.4321662,.5886949,.6319718,.563787,.5,.576358,.8507591,.5886949,.6462786,.3481543,.5447019,.5631007,.6351615,.5,.5857452,.4702028,.5,.6077783,.6505107,.5,.5111612,.6352966,.122158,.4534435,.810001,.3085751,.5375471,.5506639,.5,.4114263,.4237337,.5,.4904011,.7646815,.5886949,.9192017,.3422831,.122158,.4169784,.5181238,.9108236,.4524716,.6797195,.5,.4553133,.5708861,.5,,.3863487,.5886949,.9192017,.3909737,.5886949,.3485394,.5244003,.5886949,.2694943,.7151965,.5,.5425136,.6188728,0,0,0,.5886949,.721882,.5035115,1979q1
1979.25,.1924309,.2926656,.7848224,.9108236,.5208748,.5889014,.5,.4114263,.5178873,.5,.6130344,.302958,.122158,.5710976,.5797853,.122158,.3471707,.8042969,.9108236,.9902799,.5962576,.5886949,.4226387,.8405843,.5886949,.2694943,.3738962,.122158,.4862616,.598649,.5,.4114263,.3563614,.5,.4495564,.5819871,.5886949,.5601562,.5880833,.5886949,.850704,.5318438,.5,.4189599,.5601643,.5,.4222854,.5243788,.5,.4524491,.4019711,.9108236,.4414822,.6148953,.5886949,.9163119,.4595511,.5,.4322181,.4216847,.5884345,.7561259,.8556414,.122158,.2713506,.415269,.348077,.5144404,.5404867,.5,.6092841,.6566828,.122158,.6904406,.7961345,.5,.460552,.5970953,.7775146,.5480172,.4543388,.5886949,.578281,.4314929,.5886949,.6261474,.5695598,.5,.576358,.8423698,.5886949,.6488066,.3469223,.5447019,.5731596,.6388984,.5,.5844356,.469095,.5,.6097093,.6474262,.5,.5130725,.6230037,.122158,.4682323,.8172628,.3085751,.5401455,.5593064,.5,.4114263,.426645,.5,.4938274,.761735,.5886949,.9192017,.3413368,.122158,.4189085,.5116457,.9108236,.4498262,.676961,.5,.4568038,.5669117,.5,,.3863379,.5886949,.9192017,.3947913,.5886949,.352925,.5335461,.5886949,.2694943,.7313548,.5,.5437648,.6064132,0,0,0,.5886949,.7204199,.5071815,1979q2
1979.5,.2218349,.2964819,.7851914,.9108236,.5248097,.5880622,.5,.4114263,.5172132,.5,.6145149,.3002542,.122158,.5541968,.5784677,.122158,.3471707,.8087513,.9108236,.9909155,.5977871,.5886949,.4201723,.8438889,.5886949,.2694943,.376222,.122158,.4874051,.6017768,.5,.4114263,.3596097,.5,.4487435,.5833923,.5886949,.5605006,.6108781,.5886949,.8514553,.536496,.5,.4206427,.548351,.5,.4226417,.5235982,.5,.4525585,.404887,.9108236,.4396,.6262834,.5886949,.9157408,.4635504,.5,.4322181,.4279584,.566632,.7571949,.8614123,.1427218,.2706632,.4284783,.3686857,.5095536,.5348048,.5,.6106142,.6687832,.122158,.690139,.8181317,.5,.4601589,.5921498,.7450706,.5469734,.4500556,.5886949,.5701461,.4292704,.5886949,.6202862,.5787937,.5,.576358,.8348746,.5886949,.6513264,.346073,.5447019,.5831584,.6432473,.5,.5831249,.4676974,.5,.6116368,.6467276,.5,.5149834,.6079139,.122158,.4830771,.8228574,.3085751,.5427418,.568271,.5,.4114263,.4295613,.5,.4972542,.7621259,.5886949,.9192017,.3425558,.122158,.4208412,.5054814,.9108236,.4471837,.6697915,.5,.458295,.5653453,.5,,.3893688,.5886949,.9192017,.4022932,.5886949,.3573355,.5466484,.5886949,.2694943,.7556422,.5,.5450156,.606907,0,0,0,.5886949,.7189531,.511094,1979q3
1979.75,.254317,.3003268,.7875755,.9108236,.5287416,.5863327,.5,.4114263,.5188823,.5,.6159934,.2984319,.122158,.5371697,.5817347,.122158,.3471707,.8134573,.9108236,.9915099,.6016672,.5886949,.4177099,.84725,.5886949,.2694943,.3785181,.122158,.4885486,.6044309,.5,.4114263,.3628709,.5,.4479309,.5867336,.5886949,.560845,.6324643,.5886949,.8522034,.5435597,.5,.4223273,.5411782,.5,.422998,.5247523,.5,.4526679,.4100513,.9108236,.4377195,.6407555,.5886949,.9151662,.4689,.5,.4322181,.4339865,.5445686,.7582607,.8739622,.1660924,.269977,.4410079,.389785,.5046649,.5279917,.5,.6119427,.6802052,.122158,.6898373,.8308181,.5,.4597658,.592604,.7096621,.5459291,.4475552,.5886949,.5619732,.4185016,.5886949,.6143897,.5928179,.5,.576358,.8286659,.5886949,.6538376,.3482331,.5447019,.5930893,.6499768,.5,.581813,.4679547,.5,.6135609,.6483182,.5,.516894,.5908802,.122158,.4979518,.8180801,.3085751,.5453358,.5777119,.5,.4114263,.4324826,.5,.5006813,.7608382,.5886949,.9192017,.3491074,.122158,.4227762,.5003195,.9108236,.4445441,.6662766,.5,.4597871,.5692971,.5,,.3937243,.5886949,.9192017,.4129763,.5886949,.3617703,.5611397,.5886949,.2694943,.7849533,.5,.5462657,.6109025,0,0,0,.5886949,.7174817,.5159268,1979q4
1980,.2897842,.3058077,.7919602,.9108236,.5331575,.5842533,.5,.4114263,.5210872,.5,.6198343,.29875,.122158,.5220165,.5754004,.122158,.3471707,.8239831,.9108236,.9919032,.605831,.5886949,.4160335,.8498365,.5886949,.2694943,.3811051,.122158,.4885323,.6049846,.5,.4114263,.3650874,.5,.4478195,.5915143,.5886949,.5584724,.6388665,.5886949,.848915,.5506829,.5,.4239087,.5400382,.5,.4237571,.528797,.5,.4533706,.4163583,.9108236,.4369476,.6574353,.5886949,.913368,.472215,.5,.4322181,.4430021,.5223287,.7554873,.8891698,.1924309,.2694943,.4538681,.4113051,.5003095,.5231705,.5,.6138965,.6881924,.122158,.6875513,.8311473,.5,.4581174,.5945751,.6715039,.5468363,.4486934,.5886949,.5541479,.406318,.5886949,.6111833,.6172915,.5,.576358,.8242755,.5886949,.6594011,.3543667,.5886949,.6038156,.6526494,.5,.5823717,.4684643,.5,.614038,.6536399,.5,.5251411,.574439,.122158,.5176575,.8142109,.3085751,.5487598,.5872471,.5,.4114263,.4383887,.5,.5044034,.7580589,.5886949,.9192017,.3608958,.122158,.4245391,.4972276,.9108236,.4423442,.6631427,.5,.460536,.5784398,.5,.6081779,.3972122,.5886949,.9192017,.4303821,.5886949,.3677933,.5768214,.5886949,.2694943,.8270389,.5,.5464337,.6157771,0,0,0,.5886949,.7124702,.5188654,1980q1
1980.25,.3280218,.3106806,.7965195,.9108236,.5376949,.5833252,.5,.4114263,.5242755,.5,.6242225,.2990818,.122158,.5156217,.5683329,.122158,.3471707,.8253404,.9108236,.9920773,.6094384,.5886949,.417824,.844429,.5886949,.2694943,.3828953,.122158,.4902743,.6044037,.5,.4114263,.3667799,.5,.4477928,.5980343,.5886949,.5559689,.6209261,.5886949,.8410013,.5605921,.5,.4251878,.5427017,.5,.4245091,.5346978,.5,.4539698,.4232222,.9108236,.43758,.6745194,.5886949,.9122896,.4784751,.5,.4322181,.4488597,.5,.7537944,.9013715,.2218349,.2697438,.4613522,.4331698,.500185,.5203343,.5,.6147872,.7042456,.122158,.686842,.831818,.5,.4572913,.5959557,.6309387,.5490758,.4512999,.5886949,.5445569,.3965914,.5886949,.6105113,.6406727,.5,.576358,.8204613,.5886949,.6627947,.3592482,.5886949,.6098965,.6540765,.5,.5839654,.4702545,.5,.616433,.6605422,.5,.5336035,.5580098,.122158,.534933,.8105316,.3085751,.5518434,.5960042,.5,.4114263,.4437611,.5,.505628,.7516328,.5886949,.9192017,.3730632,.122158,.4274292,.4953665,.9108236,.4412415,.6578514,.5,.4611349,.5881281,.5,.6081779,.4002946,.5886949,.9192017,.4469328,.5886949,.372425,.5939718,.5886949,.2694943,.8307735,.5,.5454249,.6224759,0,0,0,.5886949,.7074048,.5199696,1980q2
1980.5,.3686857,.3155957,.8012257,.9108236,.5422261,.5817958,.5,.4114263,.5283946,.5,.6285904,.3002412,.122158,.5092218,.5620285,.122158,.3471707,.8266613,.9108236,.9922476,.6137041,.5886949,.4196167,.8208627,.5886949,.2694943,.3845877,.122158,.4920166,.5964584,.5,.4114263,.3684758,.5,.4477661,.6032413,.5886949,.5534626,.6036537,.5886949,.8327548,.5680017,.5,.4264679,.5450773,.5,.4252615,.5397049,.5,.4545691,.4286571,.9108236,.4382125,.6899007,.5886949,.9111992,.4850893,.5,.4322181,.4461093,.5,.7520936,.9138182,.254317,.2701178,.4664617,.4552981,.5000603,.5180203,.5,.6156771,.7216489,.122158,.6861318,.8327548,.5,.4564654,.6040542,.5884345,.5513133,.4542415,.5886949,.5349327,.3847122,.5886949,.6098388,.6650155,.5,.576358,.8174117,.5886949,.6661717,.3676525,.5886949,.6159435,.6568454,.5,.5855574,.4719486,.5,.6188223,.6655102,.5,.5420468,.5432847,.122158,.5521252,.8077953,.3085751,.554923,.6043228,.5,.4114263,.4491467,.5,.5068526,.7353007,.5886949,.9192017,.3828833,.122158,.4303242,.4946132,.9108236,.4401394,.654036,.5,.461734,.5959458,.5,.6081779,.3998706,.5886949,.9192017,.4612786,.5886949,.3770802,.6064693,.5886949,.2694943,.8310413,.5,.5444158,.6220427,0,0,0,.5886949,.7022874,.5209633,1980q3
1980.75,.4113051,.3205525,.806486,.9108236,.5467504,.5812855,.5,.4114263,.5327311,.5,.6329374,.3033725,.122158,.5028188,.5577194,.122158,.3471707,.8278762,.9108236,.9924144,.6193582,.5886949,.4214115,.8085794,.5886949,.2701548,.3860396,.122158,.493759,.5929683,.5,.4114263,.3701749,.5,.4477394,.6059031,.5886949,.5509536,.5872505,.5886949,.82417,.5737106,.5,.4277491,.5488221,.5,.4260142,.545412,.5,.4551686,.4338355,.9108236,.4388453,.7061462,.5886949,.9100965,.4928437,.5,.4322181,.4482282,.5,.750385,.9246683,.2897842,.2704922,.4717309,.4776042,.4999357,.5200732,.5,.6165662,.7401463,.122158,.6854208,.833986,.5,.4556398,.6104176,.5445686,.5535488,.4570857,.5886949,.5252825,.3690138,.5886949,.609166,.6899041,.5,.576358,.8164952,.5886949,.6695316,.3810662,.5886949,.6219548,.6602956,.5,.5871477,.4715997,.5,.6212059,.670342,.5,.5504658,.5296152,.122158,.5691937,.8074442,.3085751,.5579984,.6119574,.5,.4114263,.4545443,.5,.508077,.7253315,.5886949,.9192017,.3890351,.122158,.433224,.5029451,.9108236,.4390378,.6437562,.5,.4623331,.6024246,.5,.6081779,.3966094,.5886949,.9192017,.4711823,.5886949,.3817582,.6168427,.5886949,.2694943,.8310869,.5,.5434062,.6212272,0,0,0,.5886949,.6971188,.5205698,1980q4
1981,.4552981,.3253063,.8127028,.9108236,.5509356,.586067,.5,.4114263,.5389985,.5,.6399032,.3074145,.122158,.5064495,.5585486,.122158,.3471707,.8290384,.9108236,.9925724,.6265556,.5886949,.4222293,.8022336,.5886949,.2751919,.3860642,.122158,.4911465,.5965827,.5,.4114263,.3696542,.5,.449922,.609329,.5886949,.5456246,.5878673,.5886949,.8105685,.5807835,.5,.4304709,.5541895,.5,.4279571,.5521319,.5,.4569775,.4405356,.9108236,.4388881,.7194453,.5886949,.9092097,.4975742,.5,.4322181,.4464698,.5,.7471662,.9348034,.3280218,.2709263,.4791584,.5,.4980212,.5223723,.5,.6231454,.7619476,.122158,.6898795,.8351169,.5,.4562661,.6197887,.5,.5564792,.4600165,.5886949,.530174,.3620866,.5886949,.6094961,.7076827,.5,.576358,.8184407,.5886949,.670347,.3992584,.5886949,.6241817,.6692457,.5,.5933459,.4692091,.5,.6275868,.6736611,.5,.5582986,.5192693,.122158,.5822701,.8096382,.3085751,.5587705,.6180095,.5,.4114263,.4706651,.5,.5111597,.7251718,.5886949,.9192017,.3947356,.122158,.4337381,.5152963,.8951991,.4399901,.6346754,.5,.4642679,.6073641,.5,.6034485,.394154,.5886949,.9192017,.4802761,.5886949,.3857117,.626646,.5886949,.2694943,.8311346,.5,.5449454,.620792,0,0,0,.5886949,.6914499,.5180321,1981q1
1981.25,.4552981,.3291118,.819249,.9108236,.5526626,.5897328,.5,.4114263,.5470967,.5,.6476317,.3118252,.122158,.5111417,.5621805,.122158,.3471707,.8301436,.9108236,.9925056,.6337506,.5886949,.4200686,.7998639,.5447019,.2792052,.3859648,.122158,.4866088,.6020188,.5,.4114263,.3688366,.5,.4525408,.6144174,.5886949,.5386819,.6040035,.5886949,.8038617,.584182,.5,.4324045,.5623631,.5,.4297732,.5598581,.5,.4584643,.448333,.8951991,.4389644,.7322145,.5886949,.9072953,.4988932,.5,.4322181,.447191,.5,.7448985,.938141,.3686857,.2711322,.4897386,.5223958,.4979526,.521887,.5,.6285428,.780865,.122158,.6841739,.8358857,.5,.4564178,.6338723,.5,.5608001,.4635633,.5886949,.5480478,.3529533,.5886949,.6107127,.7212692,.5,.576358,.8217058,.5886949,.6725003,.4189074,.5886949,.6245335,.6804692,.5,.6005461,.4657882,.5,.6333532,.6779093,.5,.5637491,.5123869,.122158,.5896741,.8125706,.3085751,.5601085,.6230539,.5,.4114263,.483205,.5,.5152038,.7358525,.5886949,.9192017,.4031327,.122158,.4307673,.5286929,.8772062,.4417636,.6303378,.5,.4657932,.6131591,.5,.6002846,.3945258,.5447019,.9192017,.4889571,.5886949,.3894245,.6348845,.5886949,.2694943,.8317121,.5,.5470658,.6231551,0,0,0,.5886949,.6888847,.512319,1981q2
1981.5,.4552981,.3329398,.8253548,.9108236,.5543882,.5946465,.5,.4114263,.5536294,.5,.6552837,.3182923,.122158,.5158318,.5655345,.122158,.3471707,.8314299,.9108236,.9924383,.6397907,.5886949,.4179109,.7978459,.5,.2832542,.3855799,.122158,.4820734,.6154799,.5,.4114263,.3680197,.5,.4551623,.6205138,.5886949,.5317242,.6204003,.5886949,.796977,.5875379,.5,.4343402,.5715595,.5,.4315913,.5693498,.5,.4599518,.4565562,.8772062,.4390408,.744077,.5886949,.9053446,.4999444,.5,.4322181,.4499088,.5,.7426175,.9413893,.4113051,.2713382,.5016271,.5447019,.497884,.5224167,.5,.6339083,.8012143,.122158,.6784124,.837074,.5,.4565696,.6462192,.5,.5651119,.4669185,.5886949,.5657986,.3509774,.5886949,.6119279,.7342987,.5,.576358,.8256871,.5886949,.6746464,.4392105,.5886949,.6248851,.6906957,.5,.607703,.4634636,.5,.6390818,.6857044,.5,.5691841,.5068834,.122158,.5970377,.8154273,.3085751,.5614457,.6303586,.5,.4114263,.4957661,.5,.5192459,.7503771,.5886949,.9192017,.4119104,.122158,.4278014,.5430776,.8566189,.4435384,.6271346,.5,.467319,.6213776,.5,.5980195,.3975437,.5,.9192017,.4934333,.5886949,.3931502,.6420171,.5886949,.2694943,.8321463,.5,.5491846,.6275157,0,0,0,.5886949,.6863078,.5089759,1981q3
